dlc,file,tag,status,lang_flag,en_sha,it_sha
Royalty,Royalty\DefInjected\GameConditionDef\Buildings_ConditionCausers.xml,ToxicSpewer.letterText,translated,,2164c19feedd,e2124756023f
Royalty,Royalty\DefInjected\GameConditionDef\Buildings_ConditionCausers.xml,WeatherController.description,translated,,326c252facca,aefe18626450
Royalty,Royalty\DefInjected\GameConditionDef\Buildings_ConditionCausers.xml,WeatherController.descriptionFuture,translated,,50f4bba99137,997bd6aa5c70
Royalty,Royalty\DefInjected\GameConditionDef\Buildings_ConditionCausers.xml,WeatherController.endMessage,translated,,0547037c43e5,3f13765aed56
Royalty,Royalty\DefInjected\GameConditionDef\Buildings_ConditionCausers.xml,WeatherController.label,translated,,b087249a9e66,a0c84ecc836a
Royalty,Royalty\DefInjected\GameConditionDef\Buildings_ConditionCausers.xml,WeatherController.letterText,translated,,6222916a199e,d80cc6dfaa2b
Royalty,Royalty\DefInjected\GatheringDef\Gatherings.xml,Concert.calledOffMessage,translated,,065c631edf8b,48969e1c4da0
Royalty,Royalty\DefInjected\GatheringDef\Gatherings.xml,Concert.finishedMessage,translated,,89341fea85be,eb8d28ee60e7
Royalty,Royalty\DefInjected\GatheringDef\Gatherings.xml,Concert.label,translated,,9ff2adb3c790,26b7eb0d481f
Royalty,Royalty\DefInjected\GatheringDef\Gatherings.xml,Concert.letterText,translated,,4ca59e56884e,b7f18068d538
Royalty,Royalty\DefInjected\GatheringDef\Gatherings.xml,Concert.letterTitle,translated,,6a2fd222bf96,5780ba0072a0
Royalty,Royalty\DefInjected\HairDef\HairsRoyal.xml,Anne.label,translated,,96657fd33d43,289bd4b2d29a
Royalty,Royalty\DefInjected\HairDef\HairsRoyal.xml,Artist.label,translated,,55051f2531bd,0bc2569d3611
Royalty,Royalty\DefInjected\HairDef\HairsRoyal.xml,Elisabeth.label,translated,,f83b02e361de,a5879250e6e3
Royalty,Royalty\DefInjected\HairDef\HairsRoyal.xml,Henry.label,translated,,3eca10f30041,226a7752b680
Royalty,Royalty\DefInjected\HairDef\HairsRoyal.xml,Jane.label,translated,,8a8deed44623,1b78097fcf82
Royalty,Royalty\DefInjected\HairDef\HairsRoyal.xml,Lisa.label,translated,,c4ed14e2020d,2486c6120aa2
Royalty,Royalty\DefInjected\HairDef\HairsRoyal.xml,Mary.label,translated,,5665331b9b81,94f85995c749
Royalty,Royalty\DefInjected\HairDef\HairsRoyal.xml,Richard.label,translated,,320bca71fc38,5c796969877f
Royalty,Royalty\DefInjected\HairDef\HairsRoyal.xml,Stephen.label,translated,,06fa905d7f2a,010f6a317b6b
Royalty,Royalty\DefInjected\HairDef\HairsRoyal.xml,Victoria.label,translated,,d714d8456935,df8cd538ba12
Royalty,Royalty\DefInjected\HairDef\HairsRoyal.xml,William.label,translated,,c824fe0afe16,0c7353e61990
Royalty,Royalty\DefInjected\HediffDef\Buildings_ConditionCausers.xml,PsychicSuppression.description,translated,,9450ff3e3887,7fb8b453f753
Royalty,Royalty\DefInjected\HediffDef\Buildings_ConditionCausers.xml,PsychicSuppression.label,translated,,f42237a48815,4e1d0e46c7a2
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Archotech_EmpireRoyal.xml,PsychicHarmonizer.description,translated,,69555b9accb4,954f0a08c170
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Archotech_EmpireRoyal.xml,PsychicHarmonizer.label,translated,,40bec5d5e70e,878cee5989a8
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Archotech_EmpireRoyal.xml,PsychicHarmonizer.labelNoun,translated,,4fb3793b231a,571e99a57cee
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Archotech_EmpireRoyal.xml,PsychicReader.description,translated,,465a98c81069,d4cea3c7f54f
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Archotech_EmpireRoyal.xml,PsychicReader.label,translated,,3290162a5eff,fb468e086f91
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Archotech_EmpireRoyal.xml,PsychicReader.labelNoun,translated,,7efc7b29ce93,91c42c980e32
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Archotech_EmpireRoyal.xml,PsychicSensitizer.description,translated,,aa936a43a231,c810352f3241
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Archotech_EmpireRoyal.xml,PsychicSensitizer.label,translated,,73362266fea1,9ccbd652fb53
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Archotech_EmpireRoyal.xml,PsychicSensitizer.labelNoun,translated,,3c3647f3593b,0423eb0e0fa2
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,AestheticNose.description,translated,,4e51fb157c11,3b5cb6a7354e
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,AestheticNose.label,translated,,16cce41d468e,eba5c0ccac71
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,AestheticNose.labelNoun,translated,,ff8b6da1fa45,b98534568b41
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,AestheticShaper.description,translated,,3d6cb8a95ab9,24d352ef22b5
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,AestheticShaper.label,translated,,c211067a32fa,f755baafc4b1
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,AestheticShaper.labelNoun,translated,,73b2b31284e1,df237b47b99b
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,ArmorskinGland.description,translated,,47a03397afaf,5dd1638519fe
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,ArmorskinGland.label,translated,,dac9894f9e9f,f7cf144384c3
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,ArmorskinGland.labelNoun,translated,,9eeddff828b8,0b6cefffb62f
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,CircadianAssistant.description,translated,,6a1540ce5a1f,ec6799ea929a
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,CircadianAssistant.label,translated,,5fc2b1d201c9,7374913faa22
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,CircadianAssistant.labelNoun,translated,,5c04872470ae,3ccb8dd4b498
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,CircadianHalfCycler.description,translated,,8e1465ca2eff,6a88a97e1586
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,CircadianHalfCycler.label,translated,,f1ddd3604f54,ab3eaf333c13
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,CircadianHalfCycler.labelNoun,translated,,9fd4dcd0b65e,dab23ea5a787
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,Coagulator.description,translated,,6148237e1ec5,a2a4d6a67137
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,Coagulator.label,translated,,9d40a82d5bcf,dfa9bd1ce035
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,Coagulator.labelNoun,translated,,1879d37ea8c7,ea6090816234
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,DetoxifierStomach.description,translated,,b18e878e458b,8b309a00cf29
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,DetoxifierStomach.label,translated,,0a2fa0bff063,896bd888430a
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,DetoxifierStomach.labelNoun,translated,,44808a3a95c3,f00bf7aede57
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,GastroAnalyzer.description,translated,,494b2a7bfea3,d35dde43e7fa
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,GastroAnalyzer.label,translated,,3d74e2f728f0,90feb19c1106
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,GastroAnalyzer.labelNoun,translated,,956b1b638e64,45f0189f61ec
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,HealingEnhancer.description,translated,,62ef64b3f391,5163d19e4e69
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,HealingEnhancer.label,translated,,915a2433bd19,ef497dac4675
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,HealingEnhancer.labelNoun,translated,,999d0db05cbe,b07cf1d55f32
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,Immunoenhancer.description,translated,,9aa65ac163b2,97c928fdaaae
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,Immunoenhancer.label,translated,,7aee3fbaf05a,7d304b3464f2
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,Immunoenhancer.labelNoun,translated,,274f738361f0,d75bc62a2537
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,LearningAssistant.description,translated,,3ec71e596b2c,533a62741fe2
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,LearningAssistant.label,translated,,1b36530048ec,9a7f8e3cf010
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,LearningAssistant.labelNoun,translated,,7254ae4df3df,6277216dfce2
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,LoveEnhancer.description,translated,,e149364b7408,fd2a40c19e0c
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,LoveEnhancer.label,translated,,1d75e53bbbe6,fa4aab9b5493
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,LoveEnhancer.labelNoun,translated,,876aebeaa81a,a65711d1a1e5
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,Neurocalculator.description,translated,,892ea6e80009,d3fe721cb889
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,Neurocalculator.label,translated,,57df01720326,0e67ac92af65
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,Neurocalculator.labelNoun,translated,,1d42dee52b73,98e57e4c99f6
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,NuclearStomach.description,translated,,bedd258d072d,2977c07df8ce
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,NuclearStomach.label,translated,,2d93f0493751,18b0a0f28598
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,NuclearStomach.labelNoun,translated,,312e769d570e,00af3ce3f068
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,ReprocessorStomach.description,translated,,09d0a7d91fc9,17baf95c4a26
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,ReprocessorStomach.label,translated,,076488772c6a,3aa603034486
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,ReprocessorStomach.labelNoun,translated,,52add1e7e8ff,fea9360891fd
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,StoneskinGland.description,translated,,e060b851f658,5827406ea845
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,StoneskinGland.label,translated,,773aa086824e,88ef6f16c133
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,StoneskinGland.labelNoun,translated,,80f74e8201af,a00868d513f7
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,ToughskinGland.description,translated,,cedce215be40,12cff8c7725f
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,ToughskinGland.label,translated,,113d8a17e63e,63c73b455576
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Bionic_Empire.xml,ToughskinGland.labelNoun,translated,,ac934eae3e22,6209579d39bc
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,DrillArm.comps.HediffComp_VerbGiver.tools.drill.label,translated,,12e014092855,b54955e5b3f5
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,DrillArm.description,translated,,84d268b6263a,bdb8aa9ed88d
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,DrillArm.label,translated,,b559504f90a7,864a753b938d
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,DrillArm.labelNoun,translated,,4315daf2d3d6,247b7090c303
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,ElbowBlade.comps.HediffComp_VerbGiver.tools.blade.label,translated,,067cb2b4d11b,7fe3c01c6cc5
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,ElbowBlade.description,translated,,0678069102b9,9e92b871fe8a
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,ElbowBlade.label,translated,,7a8c4436ff6d,6d97d75caf38
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,ElbowBlade.labelNoun,translated,,b27f0e0aa32c,89e908be4467
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,FieldHand.comps.HediffComp_VerbGiver.tools.knuckle.label,translated,,0026e262725b,c3f78c39ce2b
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,FieldHand.description,translated,,00b3876c367e,21bef1540cf1
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,FieldHand.label,translated,,07236e7e9d05,05ddcaa6465a
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,FieldHand.labelNoun,translated,,e1f68224ca87,61ae2a01eca8
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,HandTalon.comps.HediffComp_VerbGiver.tools.talon.label,translated,,e65bb89536e9,d3bcf722c01e
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,HandTalon.description,translated,,b95ce06f7c89,f8a2afdd88c5
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,HandTalon.label,translated,,bc49df68d7b2,e2ae503c5e5d
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,HandTalon.labelNoun,translated,,e2020a4f5796,fb51779aeede
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,KneeSpike.comps.HediffComp_VerbGiver.tools.spike.label,translated,,73cc33b96ddc,5a1e5d11a106
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,KneeSpike.description,translated,,1016f36648cf,ed2ec3ff7533
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,KneeSpike.label,translated,,70ab05989015,7a198bbb6053
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,KneeSpike.labelNoun,translated,,2a0240f587ef,b355ba5265a7
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,Mindscrew.description,translated,,8904dfb6add1,33afad9e8e83
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,Mindscrew.label,translated,,dace3aaf5838,82b4e2078294
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,Mindscrew.labelNoun,translated,,0cde6dcd93c2,866e59a44d4f
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,VenomFangs.comps.HediffComp_VerbGiver.tools.venom_fangs.label,translated,,496f14dabb65,a83c446da928
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,VenomFangs.description,translated,,bc9e7f21de84,3e9642b9c799
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,VenomFangs.label,translated,,496f14dabb65,a83c446da928
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,VenomFangs.labelNoun,translated,,3a51901c67f9,937ceb38f425
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,VenomTalon.comps.HediffComp_VerbGiver.tools.venom_talon.label,translated,,fa4e3a5049be,f32cedd7f3e8
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,VenomTalon.description,translated,,8bd470c53686,06aa28a99198
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,VenomTalon.label,translated,,fa4e3a5049be,f32cedd7f3e8
Royalty,Royalty\DefInjected\HediffDef\Hediffs_BodyParts_Prosthetic_Empire.xml,VenomTalon.labelNoun,translated,,56af09e38bd9,dfe6a35af2c1
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Local_Misc.xml,Abasia.description,translated,,9840a19ceeb8,3a1cf1fb3252
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Local_Misc.xml,Abasia.descriptionShort,translated,,cae2cdb104be,32d803a78d67
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Local_Misc.xml,Abasia.label,translated,,3c4533ac7678,ffc85b1233b4
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Local_Misc.xml,BloodRot.description,translated,,88a3fba17f9a,accdbd7edb54
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Local_Misc.xml,BloodRot.descriptionShort,translated,,085082e4bd72,58719dae0e02
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Local_Misc.xml,BloodRot.label,translated,,8936aca0e1f3,c4c7219517c4
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Local_Misc.xml,BloodRot.stages.extreme.label,translated,,6928e8493254,a8ff74d9e2e8
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Local_Misc.xml,BloodRot.stages.major.label,translated,,18c9d4621ef6,ec54517f0f11
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Local_Misc.xml,BloodRot.stages.minor.label,translated,,fee63d97ca76,21cc766fd9cd
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,EntropyLink.description,translated,,8a5497006953,d5965ec1bd32
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,EntropyLink.label,translated,,81b6cb8e34f9,7d3d69916ed0
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,Joyfuzz.description,translated,,3b4dd092d571,fdccd761d3fe
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,Joyfuzz.label,translated,,7e52fa6e3c24,a49cad39ccbc
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicAnesthesia.description,translated,,b99a2d565280,fe1e40b75c44
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicAnesthesia.label,translated,,9cdce7e04487,9a3890e631ea
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicBlindness.description,translated,,4597fa57f2b2,43b843b622f7
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicBlindness.label,translated,,b8da2b7f8e01,e09da71c1374
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicBreakdown.description,translated,,b4e9b3661c91,a6075f91b70b
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicBreakdown.label,translated,,3d3a10a2b008,f9d3e8c7fbc1
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicBreakdown.stages.major.label,translated,,18c9d4621ef6,ec54517f0f11
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicBreakdown.stages.minor.label,translated,,fee63d97ca76,21cc766fd9cd
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicBreakdown.stages.total.label,translated,,5a537e209151,a8ff74d9e2e8
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicBurden.description,translated,,8bcc6a7b61ce,95adf80c456c
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicBurden.label,translated,,7bb3d553f63c,22921a26d2bf
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicEntropy.description,translated,,eec704b58d35,34210295515e
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicEntropy.descriptionShort,translated,,1cc6003af814,105143ac1c9a
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicEntropy.label,translated,,1ac62d2038ea,5c5802e03335
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicEntropy.stages.extreme.label,translated,,6928e8493254,a8ff74d9e2e8
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicEntropy.stages.overloaded.label,translated,,459f962826b2,6a3f77ef8919
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicEntropy.stages.overwhelming.label,translated,,be5af533d45b,61286a5b6671
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicEntropy.stages.safe.label,translated,,bf31c52c32b0,b184f5bc52d7
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicEntropy.stages.very_overloaded.label,translated,,a92632597edb,0cd4ccfb8015
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicFocus.description,translated,,085045a73ba2,fb67e78a0aba
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicFocus.label,translated,,8c7e8eacdfc0,539d72e96bf5
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicLove.description,translated,,9a219ec73ab2,65ecb1e2705f
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicLove.label,translated,,1140d37e460a,0a32c749e26b
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicLove.targetPrefix,translated,,43eef9a62abb,8205aed0c460
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicVertigo.description,translated,,62425c1acdfa,dbf6cd266d28
Royalty,Royalty\DefInjected\HediffDef\Hediffs_Psycasts.xml,PsychicVertigo.label,translated,,12592c35f56d,ba6e62e3b88b
Royalty,Royalty\DefInjected\HediffDef\WeaponTraitDefs.xml,HungerMaker.description,translated,,aa9917550020,189b9f139196
Royalty,Royalty\DefInjected\HediffDef\WeaponTraitDefs.xml,HungerMaker.label,translated,,202cbed0dc06,c1cff89b3937
Royalty,Royalty\DefInjected\HediffDef\WeaponTraitDefs.xml,NeuralHeatRecoveryGain.description,translated,,d73638966c1f,d518c6ceb41a
Royalty,Royalty\DefInjected\HediffDef\WeaponTraitDefs.xml,NeuralHeatRecoveryGain.label,translated,,87468cce582e,3dda1aa9e568
Royalty,Royalty\DefInjected\HediffDef\WeaponTraitDefs.xml,NoPain.description,translated,,332f6f154f54,316df15cfda6
Royalty,Royalty\DefInjected\HediffDef\WeaponTraitDefs.xml,NoPain.label,translated,,607ee1d4b39b,13499a309918
Royalty,Royalty\DefInjected\HediffDef\WeaponTraitDefs.xml,SpeedBoost.description,translated,,10221790fb3c,53e1abecc06f
Royalty,Royalty\DefInjected\HediffDef\WeaponTraitDefs.xml,SpeedBoost.label,translated,,a77fc111d3d6,364fb93601c1
Royalty,Royalty\DefInjected\IncidentDef\Incidents_Map_Disease.xml,Disease_Abasia.label,translated,,3c4533ac7678,ffc85b1233b4
Royalty,Royalty\DefInjected\IncidentDef\Incidents_Map_Disease.xml,Disease_Abasia.letterLabel,translated,,2a6947d9cab4,8ef37755a897
Royalty,Royalty\DefInjected\IncidentDef\Incidents_Map_Disease.xml,Disease_Abasia.letterText,translated,,fe31a6ff646c,008e19d71a86
Royalty,Royalty\DefInjected\IncidentDef\Incidents_Map_Disease.xml,Disease_BloodRot.label,translated,,8936aca0e1f3,999f68331097
Royalty,Royalty\DefInjected\IncidentDef\Incidents_Map_Disease.xml,Disease_BloodRot.letterLabel,translated,,71d99b0a45c2,0cabdf3fa71d
Royalty,Royalty\DefInjected\IncidentDef\Incidents_Map_Disease.xml,Disease_BloodRot.letterText,translated,,fe31a6ff646c,008e19d71a86
Royalty,Royalty\DefInjected\IncidentDef\Incidents_Map_Misc.xml,MechCluster.label,keep,,4bb5b736d91b,4bb5b736d91b
Royalty,Royalty\DefInjected\IncidentDef\Incidents_Map_Misc.xml,MechCluster.letterLabel,translated,,d9c39a0c9522,cc2f5dd7ff48
Royalty,Royalty\DefInjected\IncidentDef\Incidents_Map_Misc.xml,MechCluster.letterText,translated,,c858afcb4e23,317847d6fa8a
Royalty,Royalty\DefInjected\IncidentDef\Incidents_Map_Misc.xml,WandererJoinAbasia.label,translated,,b4a457df9012,c0b7230ce4c5
Royalty,Royalty\DefInjected\IncidentDef\Incidents_Map_Special.xml,AnimaTreeSpawn.label,translated,,782c4d339db7,1af7bb8e500b
Royalty,Royalty\DefInjected\IncidentDef\Incidents_Map_Special.xml,AnimaTreeSpawn.letterLabel,translated,,ba7fd5432118,1af7bb8e500b
Royalty,Royalty\DefInjected\IncidentDef\Incidents_Map_Special.xml,AnimaTreeSpawn.letterText,translated,,b22506330377,51f11603ae48
Royalty,Royalty\DefInjected\IncidentDef\Incidents_Map_Special.xml,CaravanArrivalTributeCollector.label,translated,,c2a128b6a166,4d258acbf541
Royalty,Royalty\DefInjected\IncidentDef\Incidents_World_Quests.xml,GiveQuest_EndGame_RoyalAscent.label,translated,,a7fc51254262,09557a9d5b71
Royalty,Royalty\DefInjected\IncidentDef\Incidents_World_Quests.xml,GiveQuest_Intro_Deserter.label,translated,,14ea9fad02b9,06fbe11757b6
Royalty,Royalty\DefInjected\IncidentDef\Incidents_World_Quests.xml,GiveQuest_Intro_Wimp.label,translated,,7d5f7db0c48a,a80a20f92ebb
Royalty,Royalty\DefInjected\IncidentDef\Incidents_World_Quests.xml,ProblemCauser.label,translated,,72e2c3f2fffb,df5b5d23828b
Royalty,Royalty\DefInjected\InteractionDef\Interactions_Social.xml,WordOfInspiration.label,translated,,f1fb8526560e,01b11227db54
Royalty,Royalty\DefInjected\InteractionDef\Interactions_Social.xml,WordOfInspiration.logRulesInitiator.rulesStrings,translated,,a41aeeb7a89f,889aa7ce2fba
Royalty,Royalty\DefInjected\InteractionDef\Interactions_Social.xml,WordOfJoy.label,translated,,851d108433a0,259d91788fa1
